user_id,name,email_address,username,date_of_birth,gender,location,membership_start_date,membership_end_date,subscription_plan,payment_information,renewal_status,usage_frequency,purchase_history,favorite_genres,devices_used,engagement_metrics,feedback_ratings,customer_support_interactions,age,tenure_days,days_since_start,days_to_expiry,usage_score,engagement_score_num,support_interaction_rate,feedback_x_support,behavior_score,support_intensity,engagement_score,plan_type_num,plan_tenure_interaction,feedback_bucket,loyalty_score,loyalty_segment,expiry_urgency,engagement_per_day,support_vs_engagement,is_expiring_soon,high_support,is_monthly,low_engagement,new_customer,expiry_risk,payment_risk,monthly_user,churn_risk_score,engagement_vs_support,engagement_drop,norm_engagement_drop,norm_support_ratio,norm_feedback,churn_probability,churn_risk_percent,risk_level,churn,predicted_churn_prob,predicted_churn,biz_user_id,biz_name,biz_email_address,biz_username,biz_date_of_birth,biz_gender,biz_location,biz_membership_start_date,biz_membership_end_date,biz_subscription_plan,biz_predicted_churn,biz_churn_probability,biz_churn_risk_percent,biz_leave_probability_percent,biz_risk_level,biz_outcome,biz_loyalty_score,biz_engagement_vs_support,biz_monthly_user,biz_new_customer,biz_high_support,biz_low_engagement,biz_days_to_expiry,biz_feedback_ratings,biz_churn,biz_predicted_churn.1,biz_retention_strategy,biz_cross_recommendation
454,James Perez,mhardy@example.org,mhardy,1989-01-30,Female,Riceton,2024-01-27,2025-01-26,Monthly,Visa,Auto-renew,Frequent,Electronics,Action,Smartphone,High,4.2,5,36.2,365,444,-79,3,3,0.0136986301369863,21.0,10.2,0.01366120218579235,0.9680000000000001,1,365,Good,0.8084,Very very Loyal,79,0.002644808743169399,2.540650406504065,1,0,1,0,0,1,0,1,0.7,0.16133333333333336,0.002644808743169399,0.03235415837803357,0.3523034741824819,0.16000016799996641,0.42900235921719276,42.90023592171928,Medium,0,0.42900235921719276,0,454,James Perez,mhardy@example.org,mhardy,1989-01-30,Female,Riceton,2024-01-27,2025-01-26,Monthly,0,0.4218658027809693,42.19,42.19,Medium,About to Leave,0.8084,0.1613333333333333,1,0,0,0,-79,4.2,0,0,Send renewal reminder | Offer Annual Plan discount | Recommend personalized content,
455,Vincent Alvarado,morgansoto@example.org,morgansoto,1940-02-20,Female,Cassandramouth,2024-01-07,2025-01-06,Annual,Visa,Auto-renew,Frequent,Electronics,Drama,Smartphone,High,3.3,6,85.1,365,464,-99,3,3,0.01643835616438356,19.799999999999997,9.3,0.01639344262295082,0.932,2,730,Poor,0.7516,high,99,0.002546448087431694,3.1055900621118013,1,1,0,0,0,1,0,0,0.65,0.13314285714285715,0.002546448087431694,0.06834098719868531,0.4306417622305121,0.3400001319999737,0.4048801443342684,40.48801443342684,Medium,0,0.4048801443342684,0,455,Vincent Alvarado,morgansoto@example.org,morgansoto,1940-02-20,Female,Cassandramouth,2024-01-07,2025-01-06,Annual,0,0.3945563999235988,39.46,39.46,Medium,About to Leave,0.7516,0.1331428571428571,0,0,1,0,-99,3.3,0,0,Send renewal reminder | Assign priority support | Collect feedback and offer service recovery | Recommend personalized content,
456,Nancy Clark,jameskim@example.com,jameskim,1989-11-12,Male,East Thomasfort,2024-03-23,2025-03-23,Annual,Visa,Manual,Regular,Electronics,Drama,Smartphone,Low,4.3,8,35.4,365,388,-23,2,1,0.021917808219178082,34.4,7.3,0.02185792349726776,0.5720000000000001,2,730,Good,0.6636,Low,23,0.001562841530054645,5.089058524173028,1,1,0,0,0,1,0,0,0.65,0.06355555555555556,0.001562841530054645,0.4282092754052016,0.7056826841639944,0.14000017199996562,0.4519012714777744,45.190127147777446,Medium,0,0.4519012714777744,0,456,Nancy Clark,jameskim@example.com,jameskim,1989-11-12,Male,East Thomasfort,2024-03-23,2025-03-23,Annual,0,0.4700067862616076,47.0,47.0,Medium,About to Leave,0.6636,0.0635555555555555,0,0,1,0,-23,4.3,0,0,Send renewal reminder | Assign priority support | Recommend personalized content,
457,Jackson Owens,ramoskayla@example.net,ramoskayla,1954-03-26,Female,Clarenceborough,2024-02-29,2025-02-28,Monthly,Visa,Manual,Frequent,Books,Documentary,Smart TV,High,4.3,1,71.1,365,411,-46,3,3,0.0027397260273972603,4.3,10.3,0.00273224043715847,0.9720000000000001,1,365,Good,0.8536,Very very Loyal,46,0.002655737704918033,0.5070993914807302,1,0,1,0,0,1,0,1,0.7,0.48600000000000004,0.002655737704918033,0.0283556218424057,0.0703177725345968,0.14000017199996562,0.39570001922527387,39.57000192252739,Medium,0,0.39570001922527387,0,457,Jackson Owens,ramoskayla@example.net,ramoskayla,1954-03-26,Female,Clarenceborough,2024-02-29,2025-02-28,Monthly,0,0.4057483833382859,40.57,40.57,Medium,About to Leave,0.8536,0.486,1,0,0,0,-46,4.3,0,0,Send renewal reminder | Offer Annual Plan discount | Recommend personalized content,
458,Megan Castaneda,estradaholly@example.net,estradaholly,2006-03-03,Male,Wellsville,2024-03-26,2025-03-26,Monthly,Visa,Manual,Occasional,Books,Drama,Tablet,Medium,4.3,9,19.1,365,385,-20,1,2,0.024657534246575342,38.699999999999996,7.3,0.02459016393442623,0.5720000000000001,1,365,Good,0.6536000000000001,Low,20,0.001562841530054645,5.7251908396946565,1,1,1,0,0,1,0,1,0.8500000000000001,0.05720000000000001,0.001562841530054645,0.4282092754052016,0.7938930196844936,0.14000017199996562,0.6074941845461098,60.74941845461098,Medium,0,0.6074941845461098,0,458,Megan Castaneda,estradaholly@example.net,estradaholly,2006-03-03,Male,Wellsville,2024-03-26,2025-03-26,Monthly,0,0.6247902754666379,62.48,62.48,Medium,About to Leave,0.6536000000000001,0.0572,1,0,1,0,-20,4.3,1,0,Send renewal reminder | Offer Annual Plan discount | Assign priority support | Recommend personalized content,
459,Kristina Barrera,michaeljohnson@example.net,michaeljohnson,1986-04-21,Female,Smithview,2024-04-03,2025-04-03,Annual,Visa,Manual,Regular,Books,Comedy,Smart TV,High,4.4,1,39.0,365,377,-12,2,3,0.0027397260273972603,4.4,9.4,0.00273224043715847,0.8426666666666668,2,730,Good,0.8188000000000001,Very very Loyal,12,0.0023023679417122044,0.5426917510853835,1,0,0,0,0,1,0,0,0.5,0.4213333333333334,0.0023023679417122044,0.15764163649437635,0.07525324571538977,0.12000017599996471,0.26412749652583156,26.412749652583155,Low,0,0.26412749652583156,0,459,Kristina Barrera,michaeljohnson@example.net,michaeljohnson,1986-04-21,Female,Smithview,2024-04-03,2025-04-03,Annual,0,0.251238698580129,25.12,25.12,Low,Loyal,0.8188000000000001,0.4213333333333334,0,0,0,0,-12,4.4,0,0,Send renewal reminder | Recommend personalized content,Recommend premium Comedy bundle | Recommend reading/documentary combo | Recommend family multi-screen plan | Offer loyalty reward / premium upsell
460,Keith Harding,christopherjohnson@example.com,christopherjohnson,1967-03-26,Male,Larryside,2024-01-26,2025-01-25,Monthly,Amex,Manual,Occasional,Clothing,Documentary,Tablet,High,3.1,10,58.1,365,445,-80,1,3,0.0273972602739726,31.0,7.1,0.0273224043715847,0.6573333333333333,1,365,Poor,0.6212,Low,80,0.001795992714025501,6.033789219629927,1,1,1,0,0,1,1,1,0.8500000000000001,0.05975757575757576,0.001795992714025501,0.34290716264513854,0.8366853224349852,0.3800001239999752,0.6258288019754146,62.582880197541456,Medium,0,0.6258288019754146,0,460,Keith Harding,christopherjohnson@example.com,christopherjohnson,1967-03-26,Male,Larryside,2024-01-26,2025-01-25,Monthly,0,0.6494905340128589,64.95,64.95,Medium,About to Leave,0.6212,0.0597575757575757,1,0,1,0,-80,3.1,1,0,Send renewal reminder | Offer Annual Plan discount | Assign priority support | Collect feedback and offer service recovery | Recommend personalized content,
461,John Smith,woodsdavid@example.org,woodsdavid,1969-04-07,Male,Lake Amber,2024-02-23,2025-02-22,Annual,Visa,Manual,Frequent,Electronics,Romance,Smartphone,Low,4.3,0,56.0,365,417,-52,3,1,0.0,0.0,8.3,0.0,0.7053333333333334,2,730,Good,0.7836000000000001,Very very Loyal,52,0.0019271402550091075,0.0,1,0,0,0,0,1,0,0,0.5,0.7053333333333334,0.0019271402550091075,0.2949247242176031,0.0,0.14000017199996562,0.2710356383415321,27.10356383415321,Low,0,0.2710356383415321,0,461,John Smith,woodsdavid@example.org,woodsdavid,1969-04-07,Male,Lake Amber,2024-02-23,2025-02-22,Annual,0,0.2694706072235294,26.95,26.95,Low,Loyal,0.7836000000000001,0.7053333333333334,0,0,0,0,-52,4.3,0,0,Send renewal reminder | Recommend personalized content,Recommend premium device streaming bundle | Recommend offline mobile viewing pack | Offer loyalty reward / premium upsell
462,Cindy Valenzuela,hicksjulia@example.org,hicksjulia,1975-01-27,Male,Jorgechester,2024-04-04,2025-04-04,Annual,Visa,Auto-renew,Occasional,Clothing,Documentary,Smart TV,Low,3.2,6,50.2,365,376,-11,1,1,0.01643835616438356,19.200000000000003,5.2,0.01639344262295082,0.39466666666666667,2,730,Poor,0.5864,Low,11,0.0010783242258652094,4.3021032504780115,1,1,0,1,0,1,0,0,0.65,0.05638095238095238,0.0010783242258652094,0.6054777284847079,0.5965582346768757,0.3600001279999744,0.6273709022071463,62.737090220714634,Medium,0,0.6273709022071463,0,462,Cindy Valenzuela,hicksjulia@example.org,hicksjulia,1975-01-27,Male,Jorgechester,2024-04-04,2025-04-04,Annual,0,0.6394747353618623,63.95,63.95,Medium,About to Leave,0.5864,0.0563809523809523,0,0,1,1,-11,3.2,1,0,Send renewal reminder | Assign priority support | Trigger engagement campaign | Collect feedback and offer service recovery | Recommend personalized content,
463,David Edwards,riveramary@example.com,riveramary,1974-06-19,Male,Pachecoville,2024-04-14,2025-04-14,Monthly,Mastercard,Manual,Regular,Electronics,Comedy,Smart TV,Medium,3.2,3,50.8,365,366,-1,2,2,0.00821917808219178,9.600000000000001,7.2,0.00819672131147541,0.6613333333333333,1,365,Poor,0.6964,Medium,1,0.0018069216757741347,1.8057784911717496,1,0,1,0,0,1,0,1,0.7,0.16533333333333333,0.0018069216757741347,0.33890862610951067,0.25040124938684266,0.3600001279999744,0.4734440578466527,47.34440578466527,Medium,0,0.4734440578466527,0,463,David Edwards,riveramary@example.com,riveramary,1974-06-19,Male,Pachecoville,2024-04-14,2025-04-14,Monthly,0,0.4769414994560479,47.69,47.69,Medium,About to Leave,0.6964,0.1653333333333333,1,0,0,0,-1,3.2,1,0,Send renewal reminder | Offer Annual Plan discount | Collect feedback and offer service recovery | Recommend personalized content,
464,Mark Ruiz,igross@example.org,igross,1944-12-07,Female,Gonzalezshire,2024-01-21,2025-01-20,Monthly,Amex,Auto-renew,Regular,Clothing,Sci-Fi,Smartphone,High,4.8,3,80.4,365,450,-85,2,3,0.00821917808219178,14.399999999999999,9.8,0.00819672131147541,0.8586666666666667,1,365,Excellent,0.8195999999999999,Very very Loyal,85,0.00234608378870674,1.6140602582496413,1,0,1,0,0,1,1,1,0.7,0.21466666666666667,0.00234608378870674,0.14164749035186452,0.22381632477475322,0.04000019199996163,0.41155241285299954,41.15524128529995,Medium,0,0.41155241285299954,0,464,Mark Ruiz,igross@example.org,igross,1944-12-07,Female,Gonzalezshire,2024-01-21,2025-01-20,Monthly,0,0.3909961160668173,39.1,39.1,Medium,About to Leave,0.8195999999999999,0.2146666666666666,1,0,0,0,-85,4.8,0,0,Send renewal reminder | Offer Annual Plan discount | Recommend personalized content,
465,Amanda Dunn,onealryan@example.com,onealryan,1980-08-28,Female,Craigberg,2024-02-04,2025-02-03,Annual,Mastercard,Auto-renew,Occasional,Clothing,Action,Tablet,Low,4.3,9,44.6,365,436,-71,1,1,0.024657534246575342,38.699999999999996,6.3,0.02459016393442623,0.43866666666666665,2,730,Good,0.6136000000000001,Low,71,0.0011985428051001822,6.255792400370713,1,1,0,1,0,1,0,0,0.65,0.043866666666666665,0.0011985428051001822,0.5614938265928004,0.8674697592289322,0.14000017199996562,0.6297068125163375,62.970681251633756,Medium,0,0.6297068125163375,0,465,Amanda Dunn,onealryan@example.com,onealryan,1980-08-28,Female,Craigberg,2024-02-04,2025-02-03,Annual,0,0.6293384807382262,62.93,62.93,Medium,About to Leave,0.6136000000000001,0.0438666666666666,0,0,1,1,-71,4.3,1,0,Send renewal reminder | Assign priority support | Trigger engagement campaign | Recommend personalized content,
466,Thomas Jones,jennifer93@example.org,jennifer93,1988-01-26,Female,Jamesshire,2024-03-11,2025-03-11,Monthly,Mastercard,Manual,Occasional,Books,Action,Tablet,High,3.8,0,37.2,365,400,-35,1,3,0.0,0.0,7.8,0.0,0.6853333333333333,1,365,Average,0.7576,high,35,0.0018724954462659381,0.0,1,0,1,0,0,1,0,1,0.7,0.6853333333333333,0.0018724954462659381,0.3149174068957429,0.0,0.2400001519999696,0.4313375629318947,43.13375629318947,Medium,0,0.4313375629318947,0,466,Thomas Jones,jennifer93@example.org,jennifer93,1988-01-26,Female,Jamesshire,2024-03-11,2025-03-11,Monthly,0,0.4136325370891709,41.36,41.36,Medium,About to Leave,0.7576,0.6853333333333333,1,0,0,0,-35,3.8,0,0,Send renewal reminder | Offer Annual Plan discount | Recommend personalized content,
467,Joseph Payne,jeremy97@example.net,jeremy97,1997-10-12,Female,Lake Shelley,2024-01-11,2025-01-10,Annual,Amex,Manual,Regular,Books,Sci-Fi,Smartphone,High,4.8,6,27.5,365,460,-95,2,3,0.01643835616438356,28.799999999999997,9.8,0.01639344262295082,0.8586666666666667,2,730,Excellent,0.7895999999999999,Very very Loyal,95,0.00234608378870674,3.2281205164992826,1,1,0,0,0,1,1,0,0.65,0.12266666666666667,0.00234608378870674,0.14164749035186452,0.44763264954950643,0.04000019199996163,0.39052869309405774,39.05286930940577,Medium,0,0.39052869309405774,0,467,Joseph Payne,jeremy97@example.net,jeremy97,1997-10-12,Female,Lake Shelley,2024-01-11,2025-01-10,Annual,0,0.3677664284441589,36.78,36.78,Medium,About to Leave,0.7895999999999999,0.1226666666666666,0,0,1,0,-95,4.8,0,0,Send renewal reminder | Assign priority support | Recommend personalized content,
468,Krista Franklin,ycruz@example.com,ycruz,1989-10-21,Female,Adriennemouth,2024-01-26,2025-01-25,Annual,Mastercard,Auto-renew,Occasional,Electronics,Action,Tablet,Medium,4.8,2,35.5,365,445,-80,1,2,0.005479452054794521,9.6,7.8,0.00546448087431694,0.5920000000000001,2,730,Excellent,0.7496,high,80,0.0016174863387978145,1.2562814070351758,1,0,0,0,0,1,0,0,0.5,0.19733333333333336,0.0016174863387978145,0.4082165927270618,0.1742043309525438,0.04000019199996163,0.2915849342671823,29.15849342671823,Low,0,0.2915849342671823,0,468,Krista Franklin,ycruz@example.com,ycruz,1989-10-21,Female,Adriennemouth,2024-01-26,2025-01-25,Annual,0,0.3054023011628478,30.54,30.54,Low,About to Leave,0.7496,0.1973333333333333,0,0,0,0,-80,4.8,0,0,Send renewal reminder | Recommend personalized content,
469,Dwayne Lopez,uwebb@example.com,uwebb,1985-07-18,Female,East Jodyview,2024-01-10,2025-01-09,Monthly,Mastercard,Auto-renew,Regular,Clothing,Documentary,Smart TV,Medium,3.6,9,39.7,365,461,-96,2,2,0.024657534246575342,32.4,7.6,0.02459016393442623,0.6773333333333333,1,365,Average,0.6572,Low,96,0.0018506375227686704,5.365659777424483,1,1,1,0,0,1,0,1,0.8500000000000001,0.06773333333333334,0.0018506375227686704,0.32291447996699874,0.744038052629585,0.2800001439999712,0.6090203017777887,60.90203017777887,Medium,0,0.6090203017777887,0,469,Dwayne Lopez,uwebb@example.com,uwebb,1985-07-18,Female,East Jodyview,2024-01-10,2025-01-09,Monthly,0,0.6321214109516408,63.21,63.21,Medium,About to Leave,0.6572,0.0677333333333333,1,0,1,0,-96,3.6,1,0,Send renewal reminder | Offer Annual Plan discount | Assign priority support | Recommend personalized content,
470,Jesse Pacheco,robertsdeanna@example.org,robertsdeanna,1969-12-28,Male,Amandaville,2024-02-03,2025-02-02,Annual,Amex,Manual,Frequent,Books,Documentary,Smartphone,Low,4.5,10,55.3,365,437,-72,3,1,0.0273972602739726,45.0,8.5,0.0273224043715847,0.7133333333333334,2,730,Excellent,0.6940000000000001,Medium,72,0.0019489981785063754,5.836575875486381,1,1,0,0,0,1,1,0,0.65,0.06484848484848485,0.0019489981785063754,0.2869276511463471,0.8093384091725188,0.10000017999996402,0.4419128510381551,44.19128510381551,Medium,0,0.4419128510381551,0,470,Jesse Pacheco,robertsdeanna@example.org,robertsdeanna,1969-12-28,Male,Amandaville,2024-02-03,2025-02-02,Annual,0,0.4483664828483467,44.84,44.84,Medium,About to Leave,0.6940000000000001,0.0648484848484848,0,0,1,0,-72,4.5,0,0,Send renewal reminder | Assign priority support | Recommend personalized content,
471,Jose Benson,robert10@example.com,robert10,2001-06-30,Female,Bushhaven,2024-04-14,2025-04-14,Annual,Amex,Manual,Frequent,Books,Comedy,Smart TV,Low,4.7,0,23.8,365,366,-1,3,1,0.0,0.0,8.7,0.0,0.7213333333333334,2,730,Excellent,0.8044000000000001,Very very Loyal,1,0.001970856102003643,0.0,1,0,0,0,0,1,1,0,0.5,0.7213333333333334,0.001970856102003643,0.27893057807509125,0.0,0.06000018799996243,0.2635917059842994,26.359170598429937,Low,0,0.2635917059842994,0,471,Jose Benson,robert10@example.com,robert10,2001-06-30,Female,Bushhaven,2024-04-14,2025-04-14,Annual,0,0.2792796306518908,27.93,27.93,Low,Loyal,0.8044000000000001,0.7213333333333334,0,0,0,0,-1,4.7,0,0,Send renewal reminder | Recommend personalized content,Recommend premium Comedy bundle | Recommend reading/documentary combo | Recommend family multi-screen plan | Offer loyalty reward / premium upsell
472,Michelle Dorsey,marshallstephen@example.net,marshallstephen,1952-09-22,Female,New Katelyn,2024-04-10,2025-04-10,Annual,Amex,Manual,Regular,Clothing,Drama,Tablet,Medium,4.7,2,72.6,365,370,-5,2,2,0.005479452054794521,9.4,8.7,0.00546448087431694,0.7213333333333334,2,730,Excellent,0.7844000000000001,Very very Loyal,5,0.001970856102003643,1.1618900077459333,1,0,0,0,0,1,1,0,0.5,0.24044444444444446,0.001970856102003643,0.27893057807509125,0.1611153920661017,0.06000018799996243,0.27872778005753635,27.872778005753634,Low,0,0.27872778005753635,0,472,Michelle Dorsey,marshallstephen@example.net,marshallstephen,1952-09-22,Female,New Katelyn,2024-04-10,2025-04-10,Annual,0,0.2540103833127782,25.4,25.4,Low,Loyal,0.7844000000000001,0.2404444444444444,0,0,0,0,-5,4.7,0,0,Send renewal reminder | Recommend personalized content,Recommend premium Drama bundle | Recommend lifestyle and family content pack | Recommend mobile premium pack | Offer loyalty reward / premium upsell
473,Jesse Zavala,pughkaren@example.org,pughkaren,1961-12-17,Male,South Trevor,2024-01-28,2025-01-27,Monthly,Visa,Auto-renew,Regular,Books,Comedy,Smart TV,Low,3.9,3,63.3,365,443,-78,2,1,0.00821917808219178,11.7,6.9,0.00819672131147541,0.556,1,365,Average,0.6928,Medium,78,0.0015191256830601094,1.9280205655526992,1,0,1,0,0,1,0,1,0.7,0.139,0.0015191256830601094,0.44420342154771353,0.2673521480171431,0.2200001559999688,0.47138337753288506,47.1383377532885,Medium,0,0.47138337753288506,0,473,Jesse Zavala,pughkaren@example.org,pughkaren,1961-12-17,Male,South Trevor,2024-01-28,2025-01-27,Monthly,0,0.4774346387376714,47.74,47.74,Medium,About to Leave,0.6928,0.139,1,0,0,0,-78,3.9,1,0,Send renewal reminder | Offer Annual Plan discount | Recommend personalized content,
474,John Brown,lindaparks@example.com,lindaparks,1981-12-09,Male,Richardsmouth,2024-02-03,2025-02-02,Monthly,Mastercard,Manual,Regular,Electronics,Action,Smart TV,High,4.9,7,43.3,365,437,-72,2,3,0.019178082191780823,34.300000000000004,9.9,0.01912568306010929,0.8626666666666668,1,365,Excellent,0.7848000000000002,Very very Loyal,72,0.002357012750455374,3.758052970651396,1,1,1,0,0,1,0,1,0.8500000000000001,0.10783333333333335,0.002357012750455374,0.13764895381623643,0.5211166063354908,0.020000195999960724,0.5431147508283217,54.311475082832175,Medium,0,0.5431147508283217,0,474,John Brown,lindaparks@example.com,lindaparks,1981-12-09,Male,Richardsmouth,2024-02-03,2025-02-02,Monthly,0,0.5493956423444442,54.94,54.94,Medium,About to Leave,0.7848000000000002,0.1078333333333333,1,0,1,0,-72,4.9,1,0,Send renewal reminder | Offer Annual Plan discount | Assign priority support | Recommend personalized content,
475,Scott Leblanc,andersonjaime@example.org,andersonjaime,1944-09-17,Female,East Victoria,2024-03-26,2025-03-26,Monthly,Amex,Manual,Occasional,Electronics,Sci-Fi,Smartphone,Low,3.1,1,80.6,365,385,-20,1,1,0.0027397260273972603,3.1,5.1,0.00273224043715847,0.39066666666666666,1,365,Poor,0.6312,Low,20,0.0010673952641165757,0.7190795781399808,1,0,1,1,0,1,1,1,0.7,0.19533333333333333,0.0010673952641165757,0.6094762650203358,0.0997123543419642,0.3800001239999752,0.6376126761790794,63.76126761790793,Medium,0,0.6376126761790794,0,475,Scott Leblanc,andersonjaime@example.org,andersonjaime,1944-09-17,Female,East Victoria,2024-03-26,2025-03-26,Monthly,0,0.650384005444336,65.04,65.04,High,About to Leave,0.6312,0.1953333333333333,1,0,0,1,-20,3.1,1,0,Send renewal reminder | Offer Annual Plan discount | Trigger engagement campaign | Collect feedback and offer service recovery | Recommend personalized content,
476,Lisa Thomas,merrittmichael@example.com,merrittmichael,1973-09-04,Male,West Nicole,2024-02-10,2025-02-09,Annual,Visa,Manual,Frequent,Clothing,Drama,Smartphone,Medium,4.0,4,51.6,365,430,-65,3,2,0.010958904109589041,16.0,9.0,0.01092896174863388,0.8266666666666668,2,730,Good,0.768,Very very Loyal,65,0.002258652094717669,2.18978102189781,1,0,0,0,0,1,0,0,0.5,0.16533333333333336,0.002258652094717669,0.17363578263688806,0.30364959293041943,0.200000159999968,0.2962522138200281,29.62522138200281,Low,0,0.2962522138200281,0,476,Lisa Thomas,merrittmichael@example.com,merrittmichael,1973-09-04,Male,West Nicole,2024-02-10,2025-02-09,Annual,0,0.2993628564207258,29.94,29.94,Low,Loyal,0.768,0.1653333333333333,0,0,0,0,-65,4.0,0,0,Send renewal reminder | Recommend personalized content,Recommend premium Drama bundle | Recommend lifestyle and family content pack | Recommend offline mobile viewing pack | Offer loyalty reward / premium upsell
477,Dennis Moore,jaclyn55@example.org,jaclyn55,2005-10-15,Female,Lake Andreabury,2024-03-24,2025-03-24,Monthly,Mastercard,Manual,Occasional,Clothing,Documentary,Tablet,High,4.3,2,19.5,365,387,-22,1,3,0.005479452054794521,8.6,8.3,0.00546448087431694,0.7053333333333334,1,365,Good,0.7636000000000001,Very very Loyal,22,0.0019271402550091075,1.1727912431587177,1,0,1,0,0,1,0,1,0.7,0.23511111111111113,0.0019271402550091075,0.2949247242176031,0.16262702983372737,0.14000017199996562,0.43498139022180754,43.49813902218075,Medium,0,0.43498139022180754,0,477,Dennis Moore,jaclyn55@example.org,jaclyn55,2005-10-15,Female,Lake Andreabury,2024-03-24,2025-03-24,Monthly,0,0.4150911370579679,41.51,41.51,Medium,About to Leave,0.7636000000000001,0.2351111111111111,1,0,0,0,-22,4.3,0,0,Send renewal reminder | Offer Annual Plan discount | Recommend personalized content,
478,Corey Nolan,jeremymorton@example.org,jeremymorton,1974-07-02,Female,Lake Brenda,2024-03-27,2025-03-27,Monthly,Mastercard,Manual,Regular,Books,Romance,Smart TV,High,4.0,6,50.8,365,384,-19,2,3,0.01643835616438356,24.0,9.0,0.01639344262295082,0.8266666666666668,1,365,Good,0.748,high,19,0.002258652094717669,3.2846715328467155,1,1,1,0,0,1,0,1,0.8500000000000001,0.11809523809523811,0.002258652094717669,0.17363578263688806,0.45547438939562923,0.200000159999968,0.5583781615489495,55.837816154894945,Medium,0,0.5583781615489495,0,478,Corey Nolan,jeremymorton@example.org,jeremymorton,1974-07-02,Female,Lake Brenda,2024-03-27,2025-03-27,Monthly,0,0.5407004195538084,54.07,54.07,Medium,About to Leave,0.748,0.1180952380952381,1,0,1,0,-19,4.0,1,0,Send renewal reminder | Offer Annual Plan discount | Assign priority support | Recommend personalized content,
479,Erin Osborn,brandygarner@example.org,brandygarner,1983-09-27,Female,Lake Joe,2024-02-12,2025-02-11,Annual,Visa,Manual,Regular,Electronics,Documentary,Smart TV,High,4.1,6,41.5,365,428,-63,2,3,0.01643835616438356,24.599999999999998,9.1,0.01639344262295082,0.8306666666666668,2,730,Good,0.7532000000000001,high,63,0.0022695810564663027,3.2774945375091042,1,1,0,0,0,1,0,0,0.65,0.11866666666666668,0.0022695810564663027,0.1696372461012602,0.4544791795134829,0.18000016399996732,0.40595823851490487,40.595823851490486,Medium,0,0.40595823851490487,0,479,Erin Osborn,brandygarner@example.org,brandygarner,1983-09-27,Female,Lake Joe,2024-02-12,2025-02-11,Annual,0,0.3927343013719394,39.27,39.27,Medium,About to Leave,0.7532000000000001,0.1186666666666666,0,0,1,0,-63,4.1,0,0,Send renewal reminder | Assign priority support | Recommend personalized content,
480,Juan Frederick,bennettsuzanne@example.com,bennettsuzanne,2005-10-28,Female,Sallyburgh,2024-01-17,2025-01-16,Annual,Mastercard,Auto-renew,Regular,Books,Drama,Smart TV,High,4.7,10,19.5,365,454,-89,2,3,0.0273972602739726,47.0,9.7,0.0273224043715847,0.8546666666666668,2,730,Excellent,0.7444000000000002,high,89,0.002335154826958106,5.391804457225018,1,1,0,0,0,1,0,0,0.65,0.07769696969696971,0.002335154826958106,0.1456460268874924,0.7476634477258711,0.06000018799996243,0.421202697327104,42.120269732710405,Medium,0,0.421202697327104,0,480,Juan Frederick,bennettsuzanne@example.com,bennettsuzanne,2005-10-28,Female,Sallyburgh,2024-01-17,2025-01-16,Annual,0,0.3963206711735079,39.63,39.63,Medium,About to Leave,0.7444000000000002,0.0776969696969697,0,0,1,0,-89,4.7,0,0,Send renewal reminder | Assign priority support | Recommend personalized content,
481,Alexandra Duffy,stephendonaldson@example.net,stephendonaldson,1992-04-03,Female,Fordhaven,2024-04-08,2025-04-08,Monthly,Visa,Auto-renew,Occasional,Books,Drama,Smartphone,High,3.6,6,33.0,365,372,-7,1,3,0.01643835616438356,21.6,7.6,0.01639344262295082,0.6773333333333333,1,365,Average,0.6872,Medium,7,0.0018506375227686704,3.5771065182829886,1,1,1,0,0,1,0,1,0.8500000000000001,0.09676190476190476,0.0018506375227686704,0.32291447996699874,0.49602536841972333,0.2800001439999712,0.5844614892230764,58.44614892230764,Medium,0,0.5844614892230764,0,481,Alexandra Duffy,stephendonaldson@example.net,stephendonaldson,1992-04-03,Female,Fordhaven,2024-04-08,2025-04-08,Monthly,0,0.5656663023048439,56.57,56.57,Medium,About to Leave,0.6872,0.0967619047619047,1,0,1,0,-7,3.6,1,0,Send renewal reminder | Offer Annual Plan discount | Assign priority support | Recommend personalized content,
482,Wanda Kim,christopher16@example.org,christopher16,1943-05-01,Female,Lake Michaelmouth,2024-02-15,2025-02-14,Monthly,Visa,Auto-renew,Frequent,Electronics,Drama,Smart TV,Low,4.8,5,82.0,365,425,-60,3,1,0.0136986301369863,24.0,8.8,0.01366120218579235,0.7253333333333334,1,365,Excellent,0.7596,high,60,0.001981785063752277,2.897990726429675,1,0,1,0,0,1,0,1,0.7,0.12088888888888889,0.001981785063752277,0.27493204153946316,0.401854658341069,0.04000019199996163,0.4426961580957939,44.269615809579385,Medium,0,0.4426961580957939,0,482,Wanda Kim,christopher16@example.org,christopher16,1943-05-01,Female,Lake Michaelmouth,2024-02-15,2025-02-14,Monthly,0,0.4579673601884395,45.8,45.8,Medium,About to Leave,0.7596,0.1208888888888888,1,0,0,0,-60,4.8,0,0,Send renewal reminder | Offer Annual Plan discount | Recommend personalized content,
